dataset,condition,n_cells,pct_POSTN,pct_ADAM12,pct_BOTH (gate ON),pct_postn_only,pct_adam12_only,pct_neither
Deng,Keloid,5253,65.54349895297925,49.723967256805636,46.20217018846374,19.341328764515513,3.5217970683418995,30.93470397867885
Deng,Normal scar,6924,21.374927787406122,3.119584055459272,0.5921432697862508,20.782784517619874,2.527440785673021,76.09763142692086
Direder,Healthy skin,2782,22.573687994248743,1.6534867002156721,1.2940330697340043,21.279654924514738,0.35945363048166784,77.06685837526959
Direder,Keloid,26202,74.89122967712389,32.134951530417524,29.577894817189527,45.31333485993436,2.5570567132279978,22.551713609648118
Direder,Normal scar,8729,18.444266238973537,4.341849009050292,2.611983045022339,15.832283193951197,1.7298659640279528,79.82586779699851
Wound,Skin,2152,55.20446096654275,3.5315985130111525,2.7881040892193307,52.41635687732342,0.7434944237918215,44.05204460966542
Wound,Wound1,1012,36.26482213438735,15.513833992094861,5.237154150197629,31.027667984189723,10.276679841897234,53.458498023715414
Wound,Wound30,5274,93.55328024270004,84.66059916571862,83.02995828593099,10.523321956769056,1.6306408797876375,4.816078877512324
Wound,Wound7,3821,75.18974090552211,73.9335252551688,61.397539911018065,13.792200994504055,12.535985344150745,12.27427375032714
